seed,kernel,iteration,best_obj_val,function
1,gcauchy,72,-0.3281766604828595,DNA
1,gcauchy,73,-0.3281766604828595,DNA
1,gcauchy,74,-0.3281766604828595,DNA
1,gcauchy,75,-0.3281766604828595,DNA
1,gcauchy,76,-0.3281766604828595,DNA
1,gcauchy,77,-0.3281766604828595,DNA
1,gcauchy,78,-0.3281766604828595,DNA
1,gcauchy,79,-0.3281766604828595,DNA
1,gcauchy,80,-0.3279488081214213,DNA
1,gcauchy,81,-0.3177401304020334,DNA
1,gcauchy,82,-0.3177401304020334,DNA
1,gcauchy,83,-0.3177401304020334,DNA
1,gcauchy,84,-0.3177401304020334,DNA
1,gcauchy,85,-0.3160370309472737,DNA
1,gcauchy,86,-0.3160370309472737,DNA
1,gcauchy,87,-0.3160370309472737,DNA
1,gcauchy,88,-0.3160370309472737,DNA
1,gcauchy,89,-0.3160370309472737,DNA
1,gcauchy,90,-0.3160370309472737,DNA
1,gcauchy,91,-0.3160370309472737,DNA
1,gcauchy,92,-0.3160370309472737,DNA
1,gcauchy,93,-0.3160370309472737,DNA
1,gcauchy,94,-0.3160370309472737,DNA
1,gcauchy,95,-0.3160370309472737,DNA
1,gcauchy,96,-0.3160370309472737,DNA
1,gcauchy,97,-0.3160370309472737,DNA
1,gcauchy,98,-0.3160370309472737,DNA
1,gcauchy,99,-0.3160370309472737,DNA
1,gcauchy,100,-0.3160370309472737,DNA
1,gcauchy,101,-0.3160370309472737,DNA
1,gcauchy,102,-0.3160370309472737,DNA
1,gcauchy,103,-0.3160370309472737,DNA
1,gcauchy,104,-0.3160370309472737,DNA
1,gcauchy,105,-0.3160370309472737,DNA
1,gcauchy,106,-0.3160370309472737,DNA
1,gcauchy,107,-0.3160370309472737,DNA
1,gcauchy,108,-0.3160370309472737,DNA
1,gcauchy,109,-0.3160370309472737,DNA
1,gcauchy,110,-0.3128623532473985,DNA
1,gcauchy,111,-0.3128623532473985,DNA
1,gcauchy,112,-0.3128623532473985,DNA
1,gcauchy,113,-0.3128623532473985,DNA
1,gcauchy,114,-0.3128623532473985,DNA
1,gcauchy,115,-0.3128623532473985,DNA
1,gcauchy,116,-0.3128623532473985,DNA
1,gcauchy,117,-0.3128623532473985,DNA
1,gcauchy,118,-0.3128623532473985,DNA
1,gcauchy,119,-0.3128623532473985,DNA
1,gcauchy,120,-0.3128623532473985,DNA
1,gcauchy,121,-0.3128623532473985,DNA
1,gcauchy,122,-0.3128623532473985,DNA
1,gcauchy,123,-0.3105084092966236,DNA
1,gcauchy,124,-0.3105084092966236,DNA
1,gcauchy,125,-0.3105084092966236,DNA
1,gcauchy,126,-0.3105084092966236,DNA
1,gcauchy,127,-0.3105084092966236,DNA
1,gcauchy,128,-0.3105084092966236,DNA
1,gcauchy,129,-0.3105084092966236,DNA
1,gcauchy,130,-0.306833299693683,DNA
1,gcauchy,131,-0.306833299693683,DNA
1,gcauchy,132,-0.306833299693683,DNA
1,gcauchy,133,-0.306833299693683,DNA
1,gcauchy,134,-0.306833299693683,DNA
1,gcauchy,135,-0.306833299693683,DNA
1,gcauchy,136,-0.306833299693683,DNA
1,gcauchy,137,-0.306833299693683,DNA
1,gcauchy,138,-0.306833299693683,DNA
1,gcauchy,139,-0.306833299693683,DNA
1,gcauchy,140,-0.306833299693683,DNA
1,gcauchy,141,-0.306833299693683,DNA
1,gcauchy,142,-0.306833299693683,DNA
1,gcauchy,143,-0.306833299693683,DNA
1,gcauchy,144,-0.306833299693683,DNA
1,gcauchy,145,-0.306833299693683,DNA
1,gcauchy,146,-0.306833299693683,DNA
1,gcauchy,147,-0.306833299693683,DNA
1,gcauchy,148,-0.306833299693683,DNA
1,gcauchy,149,-0.306833299693683,DNA
1,gcauchy,150,-0.306833299693683,DNA
1,gcauchy,151,-0.306833299693683,DNA
1,gcauchy,152,-0.3062435128378306,DNA
1,gcauchy,153,-0.3062435128378306,DNA
1,gcauchy,154,-0.3062435128378306,DNA
1,gcauchy,155,-0.3062435128378306,DNA
1,gcauchy,156,-0.3062435128378306,DNA
1,gcauchy,157,-0.3062435128378306,DNA
1,gcauchy,158,-0.3051521678599321,DNA
1,gcauchy,159,-0.3051521678599321,DNA
1,gcauchy,160,-0.3051521678599321,DNA
1,gcauchy,161,-0.3051521678599321,DNA
1,gcauchy,162,-0.3051521678599321,DNA
1,gcauchy,163,-0.3051521678599321,DNA
1,gcauchy,164,-0.3051521678599321,DNA
1,gcauchy,165,-0.3051521678599321,DNA
1,gcauchy,166,-0.3051521678599321,DNA
1,gcauchy,167,-0.3051521678599321,DNA
1,gcauchy,168,-0.3051521678599321,DNA
1,gcauchy,169,-0.3051521678599321,DNA
1,gcauchy,170,-0.3051521678599321,DNA
1,gcauchy,171,-0.3051521678599321,DNA
1,gcauchy,172,-0.3051521678599321,DNA
1,gcauchy,173,-0.3051521678599321,DNA
1,gcauchy,174,-0.3051521678599321,DNA
1,gcauchy,175,-0.3051521678599321,DNA
1,gcauchy,176,-0.3051521678599321,DNA
1,gcauchy,177,-0.3051521678599321,DNA
1,gcauchy,178,-0.3051521678599321,DNA
1,gcauchy,179,-0.3051521678599321,DNA
1,gcauchy,180,-0.3051521678599321,DNA
1,gcauchy,181,-0.3051521678599321,DNA
1,gcauchy,182,-0.3051521678599321,DNA
1,gcauchy,183,-0.3051521678599321,DNA
1,gcauchy,184,-0.3051521678599321,DNA
1,gcauchy,185,-0.3051521678599321,DNA
1,gcauchy,186,-0.3017774816117505,DNA
1,gcauchy,187,-0.3017774816117505,DNA
1,gcauchy,188,-0.3017774816117505,DNA
1,gcauchy,189,-0.3017774816117505,DNA
1,gcauchy,190,-0.3017774816117505,DNA
1,gcauchy,191,-0.3017774816117505,DNA
1,gcauchy,192,-0.3017774816117505,DNA
1,gcauchy,193,-0.3017774816117505,DNA
1,gcauchy,194,-0.3017774816117505,DNA
1,gcauchy,195,-0.3017774816117505,DNA
1,gcauchy,196,-0.3017774816117505,DNA
1,gcauchy,197,-0.3017774816117505,DNA
1,gcauchy,198,-0.3017774816117505,DNA
1,gcauchy,199,-0.3017774816117505,DNA
1,gcauchy,200,-0.3017774816117505,DNA
1,gcauchy,201,-0.3017774816117505,DNA
1,gcauchy,202,-0.3017774816117505,DNA
1,gcauchy,203,-0.3017774816117505,DNA
1,gcauchy,204,-0.3017774816117505,DNA
1,gcauchy,205,-0.3017774816117505,DNA
1,gcauchy,206,-0.3017774816117505,DNA
1,gcauchy,207,-0.3017774816117505,DNA
1,gcauchy,208,-0.3017774816117505,DNA
1,gcauchy,209,-0.3006476227706565,DNA
1,gcauchy,210,-0.3006476227706565,DNA
1,gcauchy,211,-0.3006476227706565,DNA
1,gcauchy,212,-0.3006476227706565,DNA
1,gcauchy,213,-0.3006476227706565,DNA
1,gcauchy,214,-0.3006476227706565,DNA
1,gcauchy,215,-0.3006476227706565,DNA
1,gcauchy,216,-0.3006476227706565,DNA
1,gcauchy,217,-0.3006476227706565,DNA
1,gcauchy,218,-0.3004459203089059,DNA
1,gcauchy,219,-0.2992338952806921,DNA
1,gcauchy,220,-0.2992338952806921,DNA
1,gcauchy,221,-0.2992338952806921,DNA
1,gcauchy,222,-0.2992338952806921,DNA
1,gcauchy,223,-0.2992338952806921,DNA
1,gcauchy,224,-0.2992338952806921,DNA
1,gcauchy,225,-0.2992338952806921,DNA
1,gcauchy,226,-0.2992338952806921,DNA
1,gcauchy,227,-0.298981048521065,DNA
1,gcauchy,228,-0.298981048521065,DNA
1,gcauchy,229,-0.2978929758617116,DNA
1,gcauchy,230,-0.2978929758617116,DNA
1,gcauchy,231,-0.2978929758617116,DNA
1,gcauchy,232,-0.2978929758617116,DNA
1,gcauchy,233,-0.2978929758617116,DNA
1,gcauchy,234,-0.2978929758617116,DNA
1,gcauchy,235,-0.2978929758617116,DNA
1,gcauchy,236,-0.2978929758617116,DNA
1,gcauchy,237,-0.2978929758617116,DNA
1,gcauchy,238,-0.2978929758617116,DNA
1,gcauchy,239,-0.2978929758617116,DNA
1,gcauchy,240,-0.2978929758617116,DNA
1,gcauchy,241,-0.2973569683185514,DNA
1,gcauchy,242,-0.2973569683185514,DNA
1,gcauchy,243,-0.2973569683185514,DNA
1,gcauchy,244,-0.2973569683185514,DNA
1,gcauchy,245,-0.2973569683185514,DNA
1,gcauchy,246,-0.2973569683185514,DNA
1,gcauchy,247,-0.2973569683185514,DNA
1,gcauchy,248,-0.2973569683185514,DNA
1,gcauchy,249,-0.2973569683185514,DNA
1,gcauchy,250,-0.2973569683185514,DNA
1,gcauchy,251,-0.2964432901459032,DNA
1,gcauchy,252,-0.2964432901459032,DNA
1,gcauchy,253,-0.2964432901459032,DNA
1,gcauchy,254,-0.2964432901459032,DNA
1,gcauchy,255,-0.2964432901459032,DNA
1,gcauchy,256,-0.2964432901459032,DNA
1,gcauchy,257,-0.2964432901459032,DNA
1,gcauchy,258,-0.2955852419809632,DNA
1,gcauchy,259,-0.2955852419809632,DNA
1,gcauchy,260,-0.2955852419809632,DNA
1,gcauchy,261,-0.2955852419809632,DNA
1,gcauchy,262,-0.2955852419809632,DNA
1,gcauchy,263,-0.2955852419809632,DNA
1,gcauchy,264,-0.2955852419809632,DNA
1,gcauchy,265,-0.2955852419809632,DNA
1,gcauchy,266,-0.2955852419809632,DNA
1,gcauchy,267,-0.2955852419809632,DNA
1,gcauchy,268,-0.2955852419809632,DNA
1,gcauchy,269,-0.2955852419809632,DNA
1,gcauchy,270,-0.2955852419809632,DNA
1,gcauchy,271,-0.2955852419809632,DNA
1,gcauchy,272,-0.2955852419809632,DNA
1,gcauchy,273,-0.2955852419809632,DNA
1,gcauchy,274,-0.2955852419809632,DNA
1,gcauchy,275,-0.2955852419809632,DNA
1,gcauchy,276,-0.2955852419809632,DNA
1,gcauchy,277,-0.2955852419809632,DNA
1,gcauchy,278,-0.295312698030101,DNA
1,gcauchy,279,-0.295312698030101,DNA
1,gcauchy,280,-0.295312698030101,DNA
1,gcauchy,281,-0.2946116537950802,DNA
1,gcauchy,282,-0.2946116537950802,DNA
1,gcauchy,283,-0.2946116537950802,DNA
1,gcauchy,284,-0.2946116537950802,DNA
1,gcauchy,285,-0.2946116537950802,DNA
1,gcauchy,286,-0.2946116537950802,DNA
1,gcauchy,287,-0.2946116537950802,DNA
1,gcauchy,288,-0.2946116537950802,DNA
1,gcauchy,289,-0.2946116537950802,DNA
1,gcauchy,290,-0.2946116537950802,DNA
1,gcauchy,291,-0.2946116537950802,DNA
1,gcauchy,292,-0.2946116537950802,DNA
1,gcauchy,293,-0.2946116537950802,DNA
1,gcauchy,294,-0.2946116537950802,DNA
1,gcauchy,295,-0.2946116537950802,DNA
1,gcauchy,296,-0.2946116537950802,DNA
1,gcauchy,297,-0.2946116537950802,DNA
1,gcauchy,298,-0.2946116537950802,DNA
1,gcauchy,299,-0.2946116537950802,DNA
1,gcauchy,300,-0.2946116537950802,DNA
2,gcauchy,1,-0.3554774360179993,DNA
2,gcauchy,2,-0.3554774360179993,DNA
2,gcauchy,3,-0.3554774360179993,DNA
2,gcauchy,4,-0.3554774360179993,DNA
2,gcauchy,5,-0.3554774360179993,DNA
2,gcauchy,6,-0.3554774360179993,DNA
2,gcauchy,7,-0.3554774360179993,DNA
2,gcauchy,8,-0.3554774360179993,DNA
2,gcauchy,9,-0.3554774360179993,DNA
2,gcauchy,10,-0.3554774360179993,DNA
2,gcauchy,11,-0.3554774360179993,DNA
2,gcauchy,12,-0.3554774360179993,DNA
2,gcauchy,13,-0.3554774360179993,DNA
2,gcauchy,14,-0.3554774360179993,DNA
2,gcauchy,15,-0.3514996736682678,DNA
2,gcauchy,16,-0.3514996736682678,DNA
2,gcauchy,17,-0.3514996736682678,DNA
2,gcauchy,18,-0.3514996736682678,DNA
2,gcauchy,19,-0.3514996736682678,DNA
2,gcauchy,20,-0.3514996736682678,DNA
2,gcauchy,21,-0.3514996736682678,DNA
2,gcauchy,22,-0.3514996736682678,DNA
2,gcauchy,23,-0.3514996736682678,DNA
2,gcauchy,24,-0.3514996736682678,DNA
2,gcauchy,25,-0.3514996736682678,DNA
2,gcauchy,26,-0.3514996736682678,DNA
2,gcauchy,27,-0.3514996736682678,DNA
2,gcauchy,28,-0.3514996736682678,DNA
2,gcauchy,29,-0.3514996736682678,DNA
2,gcauchy,30,-0.3514996736682678,DNA
2,gcauchy,31,-0.3514996736682678,DNA
2,gcauchy,32,-0.3514996736682678,DNA
2,gcauchy,33,-0.3514996736682678,DNA
2,gcauchy,34,-0.3511764972414759,DNA
2,gcauchy,35,-0.3511764972414759,DNA
2,gcauchy,36,-0.341672582044718,DNA
2,gcauchy,37,-0.341672582044718,DNA
2,gcauchy,38,-0.341672582044718,DNA
2,gcauchy,39,-0.341672582044718,DNA
2,gcauchy,40,-0.341672582044718,DNA
2,gcauchy,41,-0.341672582044718,DNA
2,gcauchy,42,-0.341672582044718,DNA
2,gcauchy,43,-0.341672582044718,DNA
2,gcauchy,44,-0.341672582044718,DNA
2,gcauchy,45,-0.341672582044718,DNA
2,gcauchy,46,-0.341672582044718,DNA
2,gcauchy,47,-0.341672582044718,DNA
2,gcauchy,48,-0.341672582044718,DNA
2,gcauchy,49,-0.341672582044718,DNA
2,gcauchy,50,-0.341672582044718,DNA
2,gcauchy,51,-0.341672582044718,DNA
2,gcauchy,52,-0.341672582044718,DNA
2,gcauchy,53,-0.3416371088902258,DNA
2,gcauchy,54,-0.3416371088902258,DNA
2,gcauchy,55,-0.3416371088902258,DNA
2,gcauchy,56,-0.3329667308494331,DNA
2,gcauchy,57,-0.3329667308494331,DNA
2,gcauchy,58,-0.3329667308494331,DNA
2,gcauchy,59,-0.3329667308494331,DNA
2,gcauchy,60,-0.3329667308494331,DNA
2,gcauchy,61,-0.3324216246604136,DNA
2,gcauchy,62,-0.3324216246604136,DNA
2,gcauchy,63,-0.331417852263517,DNA
2,gcauchy,64,-0.331417852263517,DNA
2,gcauchy,65,-0.3297921701003708,DNA
2,gcauchy,66,-0.3297921701003708,DNA
2,gcauchy,67,-0.3297921701003708,DNA
2,gcauchy,68,-0.3297921701003708,DNA
2,gcauchy,69,-0.3297921701003708,DNA
2,gcauchy,70,-0.3297921701003708,DNA
2,gcauchy,71,-0.3296465955391098,DNA
2,gcauchy,72,-0.3296465955391098,DNA
2,gcauchy,73,-0.3255649564635002,DNA
2,gcauchy,74,-0.3255649564635002,DNA
2,gcauchy,75,-0.3255649564635002,DNA
2,gcauchy,76,-0.3255649564635002,DNA
2,gcauchy,77,-0.3238463044909662,DNA
2,gcauchy,78,-0.3238463044909662,DNA
2,gcauchy,79,-0.3238463044909662,DNA
2,gcauchy,80,-0.3238463044909662,DNA
2,gcauchy,81,-0.3191250649413349,DNA
2,gcauchy,82,-0.3191250649413349,DNA
2,gcauchy,83,-0.3191250649413349,DNA
2,gcauchy,84,-0.3191250649413349,DNA
2,gcauchy,85,-0.3170058770358043,DNA
2,gcauchy,86,-0.3170058770358043,DNA
2,gcauchy,87,-0.3170058770358043,DNA
2,gcauchy,88,-0.3170058770358043,DNA
2,gcauchy,89,-0.3170058770358043,DNA
2,gcauchy,90,-0.3170058770358043,DNA
2,gcauchy,91,-0.3131406039636293,DNA
2,gcauchy,92,-0.3131406039636293,DNA
2,gcauchy,93,-0.3131406039636293,DNA
2,gcauchy,94,-0.3131406039636293,DNA
2,gcauchy,95,-0.3131406039636293,DNA
2,gcauchy,96,-0.3131406039636293,DNA
2,gcauchy,97,-0.3131406039636293,DNA
2,gcauchy,98,-0.3131406039636293,DNA
2,gcauchy,99,-0.3125566714588787,DNA
2,gcauchy,100,-0.3125566714588787,DNA
2,gcauchy,101,-0.3109545964414116,DNA
2,gcauchy,102,-0.3109545964414116,DNA
2,gcauchy,103,-0.3109545964414116,DNA
2,gcauchy,104,-0.3109545964414116,DNA
2,gcauchy,105,-0.3109545964414116,DNA
2,gcauchy,106,-0.3109545964414116,DNA
2,gcauchy,107,-0.3109545964414116,DNA
2,gcauchy,108,-0.3109545964414116,DNA
2,gcauchy,109,-0.3109545964414116,DNA
2,gcauchy,110,-0.3109545964414116,DNA
2,gcauchy,111,-0.3109545964414116,DNA
2,gcauchy,112,-0.3109545964414116,DNA
2,gcauchy,113,-0.3109545964414116,DNA
2,gcauchy,114,-0.3100750027583283,DNA
2,gcauchy,115,-0.3100750027583283,DNA
2,gcauchy,116,-0.3100750027583283,DNA
2,gcauchy,117,-0.3100750027583283,DNA
2,gcauchy,118,-0.3100750027583283,DNA
2,gcauchy,119,-0.3100750027583283,DNA
2,gcauchy,120,-0.3100750027583283,DNA
2,gcauchy,121,-0.3100479198163388,DNA
2,gcauchy,122,-0.3100479198163388,DNA
2,gcauchy,123,-0.3066671894940837,DNA
2,gcauchy,124,-0.3066671894940837,DNA
2,gcauchy,125,-0.3066671894940837,DNA
2,gcauchy,126,-0.3066671894940837,DNA
2,gcauchy,127,-0.3066671894940837,DNA
2,gcauchy,128,-0.3066671894940837,DNA
2,gcauchy,129,-0.3066671894940837,DNA
2,gcauchy,130,-0.3066671894940837,DNA
2,gcauchy,131,-0.3066671894940837,DNA
2,gcauchy,132,-0.3066671894940837,DNA
2,gcauchy,133,-0.3066671894940837,DNA
2,gcauchy,134,-0.3066671894940837,DNA
2,gcauchy,135,-0.3066671894940837,DNA
2,gcauchy,136,-0.3066671894940837,DNA
2,gcauchy,137,-0.3066671894940837,DNA
2,gcauchy,138,-0.3066671894940837,DNA
2,gcauchy,139,-0.3066671894940837,DNA
2,gcauchy,140,-0.3034698778113377,DNA
2,gcauchy,141,-0.3034698778113377,DNA
2,gcauchy,142,-0.3034698778113377,DNA
2,gcauchy,143,-0.3034698778113377,DNA
2,gcauchy,144,-0.3034698778113377,DNA
2,gcauchy,145,-0.3034698778113377,DNA
2,gcauchy,146,-0.3034698778113377,DNA
2,gcauchy,147,-0.3034125942493224,DNA
2,gcauchy,148,-0.3034125942493224,DNA
2,gcauchy,149,-0.3034125942493224,DNA
2,gcauchy,150,-0.3034125942493224,DNA
2,gcauchy,151,-0.3034125942493224,DNA
2,gcauchy,152,-0.3034125942493224,DNA
2,gcauchy,153,-0.302998998937775,DNA
2,gcauchy,154,-0.302998998937775,DNA
2,gcauchy,155,-0.302998998937775,DNA
2,gcauchy,156,-0.302998998937775,DNA
2,gcauchy,157,-0.302998998937775,DNA
2,gcauchy,158,-0.302998998937775,DNA
2,gcauchy,159,-0.3018537930313625,DNA
2,gcauchy,160,-0.3018537930313625,DNA
2,gcauchy,161,-0.3018537930313625,DNA
2,gcauchy,162,-0.3018537930313625,DNA
2,gcauchy,163,-0.3018537930313625,DNA
2,gcauchy,164,-0.3018537930313625,DNA
2,gcauchy,165,-0.3018537930313625,DNA
2,gcauchy,166,-0.3018537930313625,DNA
2,gcauchy,167,-0.3018537930313625,DNA
2,gcauchy,168,-0.3012089597253899,DNA
2,gcauchy,169,-0.3007540486848651,DNA
2,gcauchy,170,-0.3007540486848651,DNA
2,gcauchy,171,-0.3007540486848651,DNA
2,gcauchy,172,-0.3007540486848651,DNA
2,gcauchy,173,-0.3007540486848651,DNA
2,gcauchy,174,-0.3007540486848651,DNA
2,gcauchy,175,-0.3007540486848651,DNA
2,gcauchy,176,-0.3007540486848651,DNA
2,gcauchy,177,-0.3007540486848651,DNA
2,gcauchy,178,-0.3007540486848651,DNA
2,gcauchy,179,-0.3007540486848651,DNA
2,gcauchy,180,-0.3007540486848651,DNA
2,gcauchy,181,-0.3007540486848651,DNA
2,gcauchy,182,-0.3007540486848651,DNA
2,gcauchy,183,-0.3007540486848651,DNA
2,gcauchy,184,-0.3007540486848651,DNA
2,gcauchy,185,-0.3007540486848651,DNA
2,gcauchy,186,-0.3007540486848651,DNA
2,gcauchy,187,-0.3007540486848651,DNA
2,gcauchy,188,-0.3007540486848651,DNA
2,gcauchy,189,-0.3007540486848651,DNA
2,gcauchy,190,-0.3007540486848651,DNA
2,gcauchy,191,-0.3007540486848651,DNA
2,gcauchy,192,-0.3007540486848651,DNA
2,gcauchy,193,-0.3007540486848651,DNA
2,gcauchy,194,-0.3007540486848651,DNA
2,gcauchy,195,-0.3007540486848651,DNA
2,gcauchy,196,-0.3001528988878614,DNA
2,gcauchy,197,-0.3001528988878614,DNA
2,gcauchy,198,-0.3001528988878614,DNA
2,gcauchy,199,-0.3001528988878614,DNA
2,gcauchy,200,-0.3001528988878614,DNA
2,gcauchy,201,-0.3001528988878614,DNA
2,gcauchy,202,-0.3001528988878614,DNA
2,gcauchy,203,-0.3001528988878614,DNA
2,gcauchy,204,-0.3001528988878614,DNA
2,gcauchy,205,-0.3001528988878614,DNA
2,gcauchy,206,-0.2998413343233967,DNA
2,gcauchy,207,-0.2998413343233967,DNA
2,gcauchy,208,-0.2998413343233967,DNA
2,gcauchy,209,-0.2998413343233967,DNA
2,gcauchy,210,-0.2998413343233967,DNA
2,gcauchy,211,-0.2998413343233967,DNA
2,gcauchy,212,-0.2998413343233967,DNA
2,gcauchy,213,-0.2998413343233967,DNA
2,gcauchy,214,-0.2998413343233967,DNA
2,gcauchy,215,-0.2996814521651479,DNA
2,gcauchy,216,-0.2989279585688592,DNA
2,gcauchy,217,-0.2989279585688592,DNA
2,gcauchy,218,-0.2989279585688592,DNA
2,gcauchy,219,-0.2989163954552241,DNA
2,gcauchy,220,-0.2989163954552241,DNA
2,gcauchy,221,-0.2984812737835089,DNA
2,gcauchy,222,-0.2984812737835089,DNA
2,gcauchy,223,-0.2984812737835089,DNA
2,gcauchy,224,-0.2984812737835089,DNA
2,gcauchy,225,-0.2984812737835089,DNA
2,gcauchy,226,-0.2982714789427078,DNA
2,gcauchy,227,-0.2982714789427078,DNA
2,gcauchy,228,-0.2982714789427078,DNA
2,gcauchy,229,-0.2982714789427078,DNA
2,gcauchy,230,-0.2982714789427078,DNA
2,gcauchy,231,-0.2982714789427078,DNA
2,gcauchy,232,-0.2982714789427078,DNA
2,gcauchy,233,-0.2982714789427078,DNA
2,gcauchy,234,-0.2982714789427078,DNA
2,gcauchy,235,-0.2982714789427078,DNA
2,gcauchy,236,-0.2982714789427078,DNA
2,gcauchy,237,-0.2982714789427078,DNA
2,gcauchy,238,-0.2982714789427078,DNA
2,gcauchy,239,-0.2982714789427078,DNA
2,gcauchy,240,-0.2982714789427078,DNA
2,gcauchy,241,-0.2980916861582536,DNA
2,gcauchy,242,-0.2980916861582536,DNA
2,gcauchy,243,-0.2980916861582536,DNA
2,gcauchy,244,-0.2980916861582536,DNA
2,gcauchy,245,-0.2980916861582536,DNA
2,gcauchy,246,-0.2980916861582536,DNA
2,gcauchy,247,-0.2980916861582536,DNA
2,gcauchy,248,-0.2980916861582536,DNA
2,gcauchy,249,-0.2980916861582536,DNA
2,gcauchy,250,-0.2980916861582536,DNA
2,gcauchy,251,-0.2980916861582536,DNA
2,gcauchy,252,-0.2980916861582536,DNA
2,gcauchy,253,-0.2980916861582536,DNA
2,gcauchy,254,-0.2980916861582536,DNA
2,gcauchy,255,-0.2980916861582536,DNA
2,gcauchy,256,-0.2980916861582536,DNA
2,gcauchy,257,-0.2980916861582536,DNA
2,gcauchy,258,-0.2980916861582536,DNA
2,gcauchy,259,-0.2980916861582536,DNA
2,gcauchy,260,-0.2980916861582536,DNA
2,gcauchy,261,-0.2980916861582536,DNA
2,gcauchy,262,-0.2980916861582536,DNA
2,gcauchy,263,-0.2980916861582536,DNA
2,gcauchy,264,-0.2980916861582536,DNA
2,gcauchy,265,-0.2980916861582536,DNA
2,gcauchy,266,-0.2980916861582536,DNA
2,gcauchy,267,-0.2980916861582536,DNA
2,gcauchy,268,-0.2980916861582536,DNA
2,gcauchy,269,-0.2980916861582536,DNA
2,gcauchy,270,-0.2980916861582536,DNA
2,gcauchy,271,-0.2980916861582536,DNA
2,gcauchy,272,-0.2980916861582536,DNA
2,gcauchy,273,-0.2980916861582536,DNA
2,gcauchy,274,-0.2980916861582536,DNA
2,gcauchy,275,-0.2980916861582536,DNA
2,gcauchy,276,-0.2980916861582536,DNA
2,gcauchy,277,-0.2980916861582536,DNA
2,gcauchy,278,-0.2980916861582536,DNA
2,gcauchy,279,-0.2980433352464013,DNA
2,gcauchy,280,-0.2980433352464013,DNA
2,gcauchy,281,-0.2980433352464013,DNA
2,gcauchy,282,-0.2980433352464013,DNA
2,gcauchy,283,-0.2980433352464013,DNA
